Tweet,For guns?,Location
"School kids stage a walkout because they’re tired of going to school in fear.

White, right-wing dudebro: WHAT ABOUT MEEEEEEEEEE!?!?!? ",-2,"Bartlett, TN"
"@Emma4Change Emma, fight for cruz’ life. His execution puts the blame where it doesn’t belong. He was sick, desperate. No one helped him in spite of all his actions that screamed for help. His execution will be an indirect but potent way of denying the culpability of gun control resisters.",-2,"North Attleboro, MA"
@ConMillenial1 @TheRarispy @davidharsanyi @baad_kittee Gun. Violence. Not. Gun. Rights. ,-2,"Kearney, NE"
I agree. I just don't trust that crusty old man. ,-2,"North Carolina, USA"
Guns can be regulated. Gun laws can be passed to limit the availability to bad or irresponsible people. But the right of a responsible adult person to own a common gun of their choosing cannot be infringed. Do not give an inch on this basic human right.,-2,"Barberton, OH"
I have faith now in our country's future ,-2,"Baltimore, MD"
@AnthemRespect @ABC These kids are next crop of SLAVES for DNC. The issue isn’t guns- it’s #bullying. That’s what caused kid to need an equalizer.,-2,"Tillmans Corner, AL"
"I have a granddaughter who marched today, she doesn’t want to believe there is ulterior motives by those who organized the marches. “Well, we were allowed to march for whatever we believed” was her explanation. She rationalized that it doesn’t matter what others want to believe😢 ",-2,"Missouri, USA"
"Please tell me who said the first quote. I'd love to know. 

Assuming that law abiding citizens have blood on there hands because they are pro gun is down right stupid. ",-2,"Selah, WA"
"Man, I hope our elected officials read this.  Well done @BetsyHodges.
 
Lead with love. ",-2,"Queens, NY"
Littering and.... ,-2,"Silver Firs, WA"
"@bennyjohnson Trump's poorly educated keep thinking that ""good guys with guns"" have to be unemployed. #LasVegasShooting #BoycottNRA #NRABoycott #MAGA",-2,"Newport Beach, CA"
"@Pr0ud2bAmerican @DanMcMonigle1 @SpartyBeck2 @Thedarkamerica @bbk2228 @pr0650 @Dirty_Diaz1965 @KimLeadford @davidhogg111 I'm glad you're a well behaved gun owner. I understand &amp; can definitely appreciate a collector. 
I think there are very interesting antique rifles out there that hold great stories.

Doesn't negate the need for some regulations/laws. Sounds like they wouldn't effect you anyway 😉",-2,"Oregon, USA"
"Since NY gun laws are strict and the school gave them a pathway to be engaged, I personally did not want my children to walk out. I see a walk out as breaking rules. Rules to students are as laws to adults.  1st amendment is not a pass to break laws and rules should be followed.",-2,"Middle Island, NY"
"Good for him, give this guy a medal❗❗❗ ",-2,"Arizona, USA"
"Perhaps you should listen to them, AND also learn the definition and concept of democracy. Making America great again does not entail a dictatorship. ",-2,"Denver, CO"
@ebbycampbell_25 The same people who will say school shootings are caused by people not being nice enough to each other but then call people snowflakes and libtards lmao,-2,"Isla Vista, CA"
Welcome to the math! Folx believe that there are more guns holstered  on the streets than there are cars registered to drive! #dumbass ,-2,"Murfreesboro, TN"
"NO NO NO NO exposing children and teachers to more guns WILL NOT FIX THE PROBLEM IT WILL MAKE IT WORSE. 
Mr.President, PLEASE tell me you read about the teacher that aCCIDENTALLY shot a gun trying to show hIS CLASS HOW IT WORKS.... UHHHHH A STUDENT IS HURT. ",-2,"Elkhart, IN"
"Give teachers guns they said, it will help save students lives they said ",-2,"Hazlet, NJ"
"Wow Congress voted for 50 million to stop school violence! A million a state!  How many schools per state? How much money would each armed guard earn per school year? Say if their were 200 schools per state! $5,000 per guard? Not counting the cost of guns? NRA would donate them?",-2,"Rossford, OH"
Guns are more crucial to society than most people think.,-2,"Irvine, CA"
More guns equal more deaths. #walkout,-2,"Murfreesboro, TN"
"@ethan_r_brown @__BigNasty__ Mass shootings victims have been around guns, there friends might be dead, but hey they are still alive and so is there family. See how disgusting that sounds.",-2,"Louisville, KY"
Fact: a gun is not a human being. ,-2,"Selah, WA"
High school students are minors. It's NOT appropriate for a bunch of kids to ditch class based on a false narrative pushed by the left. You're NEVER going to ban guns. #2ADefenders  Arm teaches and staff &amp; you'll never have another school shooting again. Shooters are cowards ,-2,"Tustin, CA"
👏🏾👏🏾👏🏾💪🏾💪🏾💪🏾✊🏾✊🏾✊🏾 ,-2,"Melbourne, FL"
I wish people understood that there are plenty of RNA members that wanna help increase gun laws.,-2,"Los Angeles, CA"
"Kids spending a few minutes peacefully protesting the real danger of school shootings shows their commitment to their life, liberty, and the pursuit of happiness. #NeverAgain",-2,"Los Angeles, CA"
@chuckwoolery What do you think kids need to be protesting- guns or bullying. Bullies caused the shooting- but DNC is leading another charge to unarm law abiding citizens. I think that’s wrong. What say you?,-2,"Tillmans Corner, AL"
The Kids ARE Alright. Way to go #JustinBlackman. You make us all proud. ,-2,"Arlington, VA"
Streator highschool let students exercise their rights to a peaceful protest by not letting them peacefully protest. Sounds legit ,-2,"Sycamore, IL"
@Jack_W002 @SenWarren  this proves it lol,-2,"Tucson, AZ"
"@LarleesWorld @jrob607 @AmiriKing I remember when Columbian happened , A. The media blamed it on Marilyn Manson so they started banning him everywhere but Clinton started pushing for gun control , that was 19 years ago . Nothing . Has . Changed and won't",-2,"Louisville, KY"
"I like it to the protests in NYC a few years back over social injustice and police brutality. Step off the curb and get arrested, stay on the curb and be heard!

When the school gave my kids a pathway to be heard, the walkout was their curb. Again, NY has strict gun laws.",-2,"Middle Island, NY"
I never said one thing about guns. I simply stated a fact about hypocracy at Redwood. Your a little dramatic “sis” ,-2,"Visalia, CA"
🌊 ,-2,"Virginia, USA"
"@SenJohnKennedy Are you serious, dude? Do something about the god damn guns",-2,"Philadelphia, PA"
Powerful and moving. Keep fighting! You are making a difference. ,-2,"Phoenix, AZ"
"@DailyCaller MORE GUNS IN SCHOOLS, SHAQ? I refuse to buy anything because a star is selling it, going back to when I was a kid in the 1960's. I will escalate this with @SHAQ , who I now classify as a jerk. I will boycott anything he sells regardless of merit. @davidhogg111 #ParklandStrong",-2,"Georgia, USA"
Yes! Shaq 2020 ,-2,"California, USA"
@KSTP But what about gun control? They're working on this instead? Huh. Not impressed,-2,"Lindstrom, MN"
"I bet all those students support abortion and death penalty. Not much of a ""march for life."" Leftist #GroupThink.
 ",-2,"La Mesa, CA"
@NancyPelosi Your party is the reason there is no respect. Therefore you don't understand. Law biding citizens understand respect and respect the guns we own. Disrectful people don't respect anything. Like you.,-2,"Washington, USA"
the answer to guns is not more guns !!!!!!!,-2,"Cedar Rapids, IA"
This might be the time for all the 2A folks arguing that they need every and all guns in case they have to fight the US gov't... ,-2,"Nashville, TN"
"I’m so proud of my High School 🙌🏾
#PolyPride
#ProudAlum ",-2,"Manhattan, NY"
There are no accidents with guns... ,-2,"Dunedin, FL"
"Give it a shot, sparky ",-2,"Tennessee, USA"
The one below it LMAO ,-2,"Houston, TX"
Jesus Christ. Gun owners are such losers ,-2,"Indian Wells, CA"
@liberalmommaof4 @cleflore23 @Bobbitchin15 @type2gamingX @Shawn_md @KirkMorphew @minkycarroll @bjonesbrown @NorthwesternU @TheDailyEdge @NRA I’m tired of non gun owners telling me how to own guns.,-2,"Colorado, USA"
@SonofLiberty357 Bernie using the ‘blame the gun’ lie just to try to unarm law abiding Americans. Real issue should be #bullying. What are the laws on bullying?!,-2,"Tillmans Corner, AL"
@abettergeek Yay gun control,-2,"Harriman, TN"
"I stand with the students across America!  
#NationalWalkoutDay ",-2,"Chicago, IL"
"Same. My school banned black trenchcoats and had an informal if-you-see-something-say-something for video game loving loners, but never even mentioned guns. And we just kinda took it.

I’m sorry. We should have marched. But I’m glad you’re better than we were. #NationalWalkoutDay ",-2,"Walnut Creek, CA"
"@HuffPostPol It said, ""We'll take care of our own guns"".",-2,"Cosmopolis, WA"
"In a valley of 600,000 people, that's not very much. ",-2,"Boise, ID"
Guns are not the problem. Especially not the NRA. ,-2,"Georgia, USA"
That last line is fantastic self own 😂 ,-2,"St Paul, MN"
"@SenJohnKennedy How about guns, single payer, and strong banking regulations?",-2,"Casas Adobes, AZ"
"Lol School Threat Assessment Officer shoots Black Boy to keep White Kids safe so it’s fine. 

You’re a mark and bad at your job. ",-2,"Chicago, IL"
@badzachx I like the fact that it is respect to those who lost their life but seriously if you want to make a difference you must do a lot more than just “walking out” of school. Do something that can change or attempt to help those you are mentally ill because people kill not guns.,-2,"Pennsylvania, USA"
@JillWineBanks @PeconicLady Classrooms &amp; Guns are ANTINOMIC.,-2,"Bronx, NY"
"@realDonaldTrump Not you, not the @GOP, and certainly not your funders in the #NRA are responsible for any change in gun laws or protecting our children. That change was led by youth like @Emma4Change...they are saving the world. Sit down and shut up, Donnie.",-2,"Missouri, USA"
And Morton is handing out detentions.... ,-2,"Berwyn, IL"
@realDonaldTrump Stop throwing taxpayer $ away w/ bullshit ideas instead of tackling gun control,-2,"Deerfield Beach, FL"
@Jrmtactical @LanchestersCube Bobby can't simply stand facts. He's paranoic if the Feds coming to take his guns. Meanwhile his beloved NRA tramples on State's rights. Lol.,-2,"West Yarmouth, MA"
"@emilys0derman If you want to have a civil discussion with me about gun rights, that’s great, but I don’t need you shitting on me on twitter, and yelling in my face at school. I’m sorry I didn’t realize I wasn’t allowed to have an opinion.",-2,"Michigan, USA"
#ChangeIsComing to BOTH sides you’ve been WARNED @GOP @dccc #2018Elections #WeAreComingForYou #enough #StudentWalkout ,-2,"San Diego, CA"
"This isn’t proactive – it’s reactive. Although it’s a good start, ultimately, this bill mediates instead of directly addressing the root cause of gun violence: guns. Is making schools more safe instead of our country more safe supposed to make children feel secure?

#GunReformNow ",-2,"Santa Clarita, CA"
"@TedNugent Theodore, you and I both know how tight guns laws are already. Problem is the consequences are not sever enough or consistently enforced.",-2,"Ann Arbor, MI"
"Finally, an excuse to stop shaving ",-2,"Chicago, IL"
@amjamrozek @DominicDipoalo @kylebooth55 @FreedomServed @Trevenclaw @CNN Uh-huh. And how many NRA members are there again? And what percentage of the US population wants stronger regulation of firearms? I’ll wait while you pretend to look those numbers up.,-2,"Oak Hills Place, LA"
"I’d be happy to have a nice conversation about gun rights or shootings with anyone in person or digitally, but please don’t harass me or my family. This has really made me rethink who my real friends are. Real friends can respect differing opinions without yelling at you.",-2,"Michigan, USA"
Bernie is such opportunistic trash ,-2,"Arlington, TX"
@realDonaldTrump  @DonaldJTrumpJr  @seanhannity  @TuckerCarlson  @foxandfriends  @dbongino  so tell me what does wanting Gun control have to do with USA flag burning chanting @NRA  kills people &amp; carrying Mexican flags,-2,"Chandler, AZ"
"@LucyInDaSkyDiam @stilestina1 @Rtfighter_MAGA @shootisttx @JoyceEScott1 @SKSSKanz @ElkfourKirk @RARRRRR @haroldb54 @4westriver @KentSailor @boomer2748 @Lineman000001 @JoeTowe1222 @sassyinky @Armyvet4 @OGWretch @GFD_63 @dan_soderholm @Myinfo75008888 @hogwarts7777777 @breal372002 @TX45patriot @DavidDbgadjet @KindlyCare13 @POTUS Yeah... And because of Biden’s ‘gun free zones’, our schools are targets. HOW many school shootings happened under Obama - that he did NOTHING about? And you claim I’m dumb...",-2,"South Carolina, USA"
"@TeaPainUSA @realDonaldTrump Absolutely!  @realDonaldTrump, @waynelapierrejr @HouseGOP @SenateGOP @SenateMajLdr @SpeakerRyan #bloodontheirhands 4 putting #guns + #russianmoney ahead of #Americans + even #Americanchildren!!!",-2,"Summit, NJ"
"I’m confused. So we can’t be purist progressives and we need to compromise, otherwise that will split a blue vote...

Unless it’s Bernie... Then an NRA D- rating is not pure enough? ",-2,"Dunedin, FL"
Ironically the dog was named “Martha Stewart” ,-2,"Bridgewater, MA"
"@YvetteTamakloe Actually if I was in their situation I’d be doing exactly what @KyleKashuv is doing. Fighting for our rights while also making necessary change. As someone who is in college and has had active shooter incidents on campus, the first thing I itch to grab is a gun to protect myself.",-2,"Flagstaff, AZ"
Illicit drugs are illegal and and easy to get and just as deadly. ,-2,"Texas, USA"
“lost so much respect for anyone who walked out of school today.” yeah &amp; i lost a lot of respect for the people saying that we shouldn’t further gun control. sorry but are your hillbilly ways more important than your life?,-2,"Weiser, ID"
Conservatives telling kids to focus on ending bullying instead of protesting guns are the same people who joyfully put a bully in office.,-2,"Biddeford, ME"
"Elementery school kids should have to protest our government - government should protest any entity bringing harm to our kids. So why is this upside down? @GOP @congressdotgov @POTUS @SenateDems @SenateGOP
@NRA - why do guns have a higher value than young lives?",-2,"Houston, TX"
@scmgraphic @marinmaven @musicsfun @redwingschic @loisbeckett And the reason they want to repeal the Second Amendment is because it prevents them from banning all guns stop pretending anything other than that clear fact,-2,"Centreville, IL"
Goosebumps ,-2,"Pennsylvania, USA"
@JoyAnnReid @NRA Almost seems like guns aren’t safe 🤔,-2,"Phoenix, AZ"
@KevinGo72782777 @american82girl @TyEducatingLibs Exactly..yet they are the ones to always stifle free speech and want guns removed sounds alot like Hitler taught them well!!.,-2,"Detroit, MI"
HELL YES #lfk ,-2,"Denver, CO"
SB1036 [Engross] Relating To Firearms. ,-2,"Honolulu, HI"
Crazy @BernieSanders yelling about guns while being flanked by guys with guns made my day.  #NationalWalkoutDay,-2,"Rancho Cucamonga, CA"
my sisters participated in the walkout today despite the consequences they were threatened with by our mother who is strongly against gun control they made a stand for their safety anyways and i couldn’t be more proud,-2,"Bristol, RI"
"hey, shut the fuck up. ",-2,"Ridgefield Park, NJ"
"Guns do not kill people, people kill people",-2,"Apple Valley, CA"
"So you didn’t hear about the teacher who’s gun went off in class and injured three students? 

Cork it, Bluto. You’re selling guns for the @NRA ...and being defeated by high school kids, who significantly outnumber the #NRA  #MAGA ",-2,"San Diego, CA"
@SenFeinstein Spoiled children grow up to be self indulgent adults. No consequence for bad acts cause further bad acts. If it works why not do it again?  So taking guns from law abiding citizens is the consequence the shooters get?  Sorry. Wrong way to get the effect you want,-2,"California, USA"
"@SenJohnKennedy If the dog was shot with an AR 15 in a school and you even had the nerve to mention it, you would be accused of wanting to abolish the 2nd amendment and ban all guns. I sure am tired of kids being murdered at school and gun owners not giving a crap.",-2,"Minneapolis, MN"
"Oh fuck no... People are using the whole what about abortion tho when people say no more guns to protect our kids and that to me is absolutely utter bullshit, one has nothing to do with the other... Abortion is a right guns are a privilege.",-2,"Tacoma, WA"
"@Vater_Nicht Even at 1% thats 7,500 shootings. Whole idea is lunacy. I wouldn't want 2 be a teacher &amp; be responsible 4 protecting the entire school population. Just the thought of it would cause me serious anxiety - then they'd take the gun away that they forced me 2 carry &amp; probably my job 2",-2,"Ferndale, MD"
"@billyghawaii @MaryBro77801894 @Rosie You seem to think this is about teens ONLY. This is about all human life, not just one age group. With over 30k deaths due to firearms in the year 2013, you would think gun control demand a second look.  I mean, considering 4K deaths at the hands of texting prompted swift laws.",-2,"Phoenix, AZ"
Thank you @JustinColeMoore for your song “Guns”,-2,"Murrells Inlet, SC"
"@realDonaldTrump The goal of the Democratics is to destroy our chances of ruling the house senate and president Adam Shift and Maxine Waters and Obama’s team who still control the main stream media, just like Florida passed laws on guns, yet CNN and Linda Sosour groups drug children out of school",-2,"West Virginia, USA"
✌🏼☮️ Oy ,-2,"Brooklyn, NY"
"I would just like to state that I do think school shootings are one of the most terrible things than could ever happen, and I was in no way, trying to disrespect any victim of any shooting or say I was pro gun violence. It was just pointing out the effectiveness of cdo’s walkout.",-2,"Oro Valley, AZ"
"@Patrickpetty23 @Diztract @NicoleHockley @ReaganBattalion @senorrinhatch @KyleKashuv @rpetty @sandyhook Really? Law Enforcement  ? Hell, it seems it didn’t work, for those slain students in Parkland FL. Especially, when the Sheriff, is politically tied to the Democrat Gun Control Party!",-2,"Port Allen, LA"
Damn. ,-2,"North Carolina, USA"
"@AvianSoul1 @Caitlinh24 @adamnmillennial @davidhogg111 @gridiron_guru67 We’ve militarized our Police forces with discount armaments. And bubbas gonna stop a force of well trained men from coming on his land? Wake up , it’s to late .  Buy all the damn guns you want cause if they want you they’ll get you .",-2,"Upper Providence Township, PA"
"just here to say that walking out of school not only to honor the 17 kids who had to die for this, but to protest for stricter gun laws was amazing &amp; wonderful &amp; i’m proud of every single person who walked out alongside me today #NationalWalkoutDay",-2,"Jupiter Farms, FL"
@Ethan_randleas @mallorygraber The number of suicides are not stated however they are included in that number. With that being said those kids still had access to firearms,-2,"Wichita, KS"
These dipshits protesting guns are the same ones shoving Tide Pods in their face,-2,"New Berlin, WI"
@MarkDice @BeachAddict80 David Hogg-wash actually went on CNN bragging that he “hang up” on the President who just called him. Yet he’s complaining on tv that the Pres is not engaging the students on gun control discussions. He is real CNN material,-2,"Cherry Hill Mall, NJ"
"These shootings are happening EVERYWHERE. Schools, hospitals, concerts, etc. We can’t put security guards in every single building. We can’t put metal detectors in every single building. We NEED to have common sense gun laws.

It could be your building next. Fix it. #NeverAgain",-2,"Hoover, AL"
"@NRA You’ll control your own guns?????
awwww.... you guys are so cute when you’re in denial.
Somebody give them a pat on the head.",-2,"Ohio, USA"
@JamieMoranUK You know what looks good that may get my attention is Earthfall. You can 3D print guns in the game.,-2,"Costa Mesa, CA"
Ok I’ve heard more people be outraged over the puppy passing away in the overhead bin than all the school shootings we’ve had. That puppy suffered and that’s sad but y’all can’t be serious. How do you care more about a puppy than innocent kids dying bc you love guns... #yt,-2,"Tyler, TX"
Fight for what?? please tell me how you think standing outside of Santa Clarita City hall will influence any sort of gun control ,-2,"Santa Barbara, CA"
"@deeshiv_ @ChrisBlec @Brolante @thiswishistaken @bjonesbrown @NorthwesternU @TheDailyEdge @NRA Well, lack of guns isn't gonna happen with estimates of up to 600,000,000 firearms in circulation. I, personally,  would rather have a firearm to fight back, instead of hiding and hoping, if found, a killer would show mercy...",-2,"Fallon, NV"
Nerf guns on saaaleeeee ,-2,"Wichita, KS"
"14 and 16 year olds definitely should be getting education in civics, but there is no way you can ask them to vote. Most don’t know their local representatives. ",-2,"Stamford, CT"
Proud of my school!! 👏🏼👏🏼 ,-2,"Runnemede, NJ"
#NoBernie2020 #NeverBernie #FckBernie ,-2,"Chicago, IL"
@rockchalkstl You saying school shootings isn’t a real problem?,-2,"St Peters, MO"
"Lol, typical. ",-2,"Kentucky, USA"
"@FoxNews @KayaJones Hi Kaya, that’s what I’ve been saying for a long time. Guns don’t kill People,Criminals n those with Mental Illness kill people using Guns. Good Law Abiding Citizens with Guns like myself will NEVER kill People. Glad u got that right too. All the Best ",-2,"Kendall, FL"
"@dawg_lb @KayaJones She espouses what I believe. I have the right to carry/own guns. It doesn’t matter why, it’s my right. I’m not going to give them up just because immature teenagers have been brainwashed to believe guns are a threat to them. I can’t make them see how they are being used. Wise up.",-2,"Missouri, USA"
@TheDemocrats What caused these people to attack the schools? Were they bullied? Likely they were. More effort should be made to prevent these people from getting to the point where they want to attack the school. If they don't have guns they'll find another method.,-2,"Warner Robins, GA"
@washingtonpost @CNN @TuckerCarlson #dimturds are a sick breed @jaketapper @ ,-2,"Virginia, USA"
Sooooo I guess my high school low key went viral? That’s kinda nice ,-2,"Northborough, MA"
@Guitarisdead @DLoesch Are you scared? ,-2,"Fairview, OR"
AHHH WE LOVE YOUUU ,-2,"Oakland, CA"
You have every right to stand by your second amendment. But choosing to promote your advocacy today was a poor choice. ,-2,"West Covina, CA"
The multi-faceted social movement built by the youth that is sweeping the country is extraordinary. The diversity and inclusivity of the movement are exactly what this country needs. ,-2,"Arlington, VA"
"Until we get some legislative action on Guns and Mental Health, which we will, we have to do all we can as students to make sure we create a positive and inclusive school culture  in addition to that constant push to protect our futures.",-2,"Georgia, USA"
@TheMarkPantano @Harvard @thecrimson No shit he probably can’t even do his own laundry but he’s an expert on guns. How will he protect his family when he grows up and maybe gets one with rocks 🤣,-2,"Melbourne, FL"
“GUNS ARE CRUEL NOT COOL” says the 2nd grader. Sad state of affairs we have created. ,-2,"Northumberland, PA"
"I hear ya, mine will not even think about it.... until hunting season ",-2,"Jackson, TN"
White people realizing kids are scared of guns,-2,"Rialto, CA"
Not to b emotional on twitter or anything but things like this make me proud to be a “millennial” ,-2,"McCordsville, IN"
@keharlan That’s what I’m saying! It’s not the guns that are the problems it’s mental health!,-2,"San Diego, CA"
"@BoogahRu_ESP Stick guns , all type of shit lol",-2,"Sacramento, CA"
"Ha-ha, the irony is priceless. ",-2,"Pennsylvania, USA"
That’s the truth. ,-2,"Ohio, USA"
#GunReformNow #GunReform #NRABoycott ,-2,"Vacaville, CA"
"The dog is innocent. 

#whosagoodboy ",-2,"Austin, TX"
"Sorors of #DOSProud and members of the Columbus NPHC family joined together to support students at Eastmoor Academy, during today’s #NationalSchoolWalkout - with a town hall meeting &amp; panel discussions on guns and school safety! #SaferTogether #SocialAction #SGRho #SigmaGammaRho ",-2,"Austintown, OH"
@Werewolf_King_ @News12NJ Right so we can have teachers running around schools with guns!! Hey dopey maybe if we had real gun legislation NOT TAKE GUNS AWAY but stop people from getting AR15 rifles! That takes voting out dopes who take nra special interest money! But you dont want that right?,-2,"Iona, FL"
*pretends to be bothered* ,-2,"Washington, DC"
THIS IS WHY TEACHERS SHLD NOT HAVE GUNS IN SCHOOLS! Three Accidental School Shootings in One Week — the Latest by a Teacher in a Gun Safety Class @The74 ,-2,"Queens, NY"
Only at esj🤦🏾‍♀️ ,-2,"Louisiana, USA"
The only people worried about stricter gun laws are the ones who don’t think they can pass a mental health test ,-2,"La Plata, MD"
"Until we get some legislative action on Guns and Mental Health, which we will, we have to do all we can as students to make sure we create a positive and inclusive school culture  in addition to that constant push for legislators to protect our futures. ",-2,"Georgia, USA"
"Fail @north6162
Lies won't get you into Heaven. You know you told a lie. People hurt people. Seek truth. Seek justice for this child from the monster that caused the hurt, but stop being used to push political agenda.
#TheGreatAwakening 
#peoplekillpeople ",-2,"Oklahoma, USA"
@Sarahchadwickk It doesn't matter your orientation we are all humans who have our own preference the aim in life is to coexsist in harmony  we all want to live without fear and one obstical is guns which must be removed  and trump who avocates them and violence and choas,-2,"Hatboro, PA"
"There have been over 4 million babies aborted since 2012 (Sandy hook date), yet I haven't seen a single pair of baby shoes on the white house lawn. Those aborted babies could be helping their classmates with gun control..but oh wait, they were murdered before birth!",-2,"Nashville, TN"
"As a former elementary school teacher and current education researcher at UCLA, I couldn’t be more proud of all the students who walked of school for the cause of gun control!

#NationalStudentWalkout",-2,"Los Angeles, CA"
@jesseisgolfing @themarkbenjamin @marcorubio @WhiteHouse @POTUS What is the gun control you want to see happen?,-2,"Davis, CA"
@SenSanders grow up if you don’t want guns then get rid of your body guard ,-2,"Lubbock, TX"
Unreal. Worth a read. ,-2,"Manhattan, NY"
"@Gymtertainment @desturbing @trojoan1963 @alex_brandis500 I don’t walk in fear in my own country, never have never will. Fought for my country &amp; grew up in the 80s the most violent time &amp; not so PC. Guns were easier to bring to school seen it all time. The students are weak now. &amp; the media &amp; Gov use fear for control &amp; the sheep follow",-2,"District Heights, MD"
"These 3 teenagers are part of the reason the world is doomed. SERIOUSLY, what were they thinking? The freakin White House--1 out of every 4 people you'd pass in that building have a gun. Not to mention hundreds of places guns r hidden in case of emergency... ",-2,"Manor, PA"
@realDonaldTrump How about you quit trying to gaslight us all? We know this is no gun control bill.,-2,"Cary, NC"
"Yes, they are uninformed &amp; Brainwashed ",-2,"Bridgewater, VA"
"@AC360 NON GUN OWNERS &amp; advocates for common sense gun control HAVE RIGHTS TOO 
🇺🇸🇺🇸🇺🇸",-2,"California, USA"
"@HillaryWarnedUs And who has done the opposite! Conveniently tolerant of gun rights. Such a hypocrite, while he keeps telling Dems how to be Dems.",-2,"Somers, NY"
"@BillOReilly @mary122514 I am a strong supporter of gun ownership rights.  However, strong support for gun ownership rights is a tacit admission that our government could be somehow illegitimate.",-2,"Bronx, NY"
"Nothing against this guy, but I am amazed that he built a 100k following off of subtweets and comments. ",-2,"San Antonio, TX"
@North6162 @NRA @DLoesch Why would you want to show this pic? Do you think ppl are going change their minds about guns becuz of this pic? Nice of you to exploit this kid for your agenda. I guess we can refer to you as a “John”.,-2,"La Habra, CA"
"@washingtonpost One has to wonder what the GOP stands for. They rang in Donald and he was a quick study on how to divide and conquer. He attracted people who sat on the sidelines of apathy, resentment, racism, misogyny, backwardness and joblessness due to advances in technology. Oh yea the guns.",-2,"Maryland, USA"
"@Cajsa @SenJohnKennedy @Sker4Lyfe Oh, they don’t murder that many and the guys need their guns.  Just home school your kids. Right, Senator?",-2,"Minneapolis, MN"
So is Fortnite like the Sims but with guns?,-2,"West Chester, OH"
i bet if a shooting happened at their school and they witnessed their friends dying this would be a different story... ,-2,"Porterville, CA"
"On a snow day too, my heart is so filled. I love my home ❤️ ",-2,"Knoxville, TN"
"GUNS DON'T BELONG IN SCHOOLS UNDER ANY CIRCUMSTANCES! Student killed, another injured in 'accidental' shooting at Birmingham school ",-2,"Queens, NY"
Not ,-2,"Delray Beach, FL"
"Who's to blame for the economic condition in america?? SIMPLE; THE PEOPLE WHO HAVE THE MOST $$--THEIR $$ CAME FROM THE WORK OF OTHER PEOPLE; THE 1% HAS GUNS TO ENFORCE THEIR $$ EXTRACTION PROCESSES: FILING FEES, RECORDING FEES, INTEREST CHARGES, LAW  &amp; TAXES, NOT prayers to Jesus ",-2,United States
"@davidhogg111 @xoxoslc @Texit_Now Then read up on Kennesaw, GA and their crime rate... or Israel and how they have managed to only lose 10 schoolchildren. Read what happened to Jewish children when guns were confiscated in Germany.",-2,"Georgia, USA"
Now it became a game. No discussion on school safety...hmm wonder why ,-2,"Coconut Creek, FL"
BUT BOSTON SCHOOLS WERE CLOSED TODAY... ,-2,"Worcester, MA"
"2 “good guys with guns” accidentally fired them in schools on Tuesday
Trump wants to arm teachers. Two accidental shootings in one day show that’s a dangerous idea. #noNRAmoney  via @voxdotcom",-2,"Broomfield, CO"
This. 👇 ,-2,"Queens, NY"
"@AC360 NON GUN OWNERS &amp; advocates for common sense gun control HAVE RIGHTS TOO 
🇺🇸🇺🇸🇺🇸",-2,"California, USA"
"@BillOReilly @mary122514 I am a strong supporter of gun ownership rights.  However, strong support for gun ownership rights is a tacit admission that our government could be somehow illegitimate.",-2,"Bronx, NY"
"@AC360 NON GUN OWNERS &amp; advocates for common sense gun control HAVE RIGHTS TOO 
🇺🇸🇺🇸🇺🇸",-2,"California, USA"
"POLITICIANS OR PEOPLE,
PEOPLE OR GUNS.",-2,"Pomona, CA"
@somecallmesavvy @javin_morgan What are you protesting? What needs to be added to our gun laws? Please explain I’m interested to hear the bullshit about to spew from you liberal mouth,-2,"Bakersfield, CA"
#WrongWayShaq #BanAssaultWeapons #GunControlNow ,-2,"West Palm Beach, FL"
"#MarchForOurLives what a joke, do it on your own time @chuckwoolery ",-2,"Virginia, USA"
"Call the kettle black....

Sanders demands gun control while standing behind safety of armed guards... ",-2,"Morehead City, NC"
And how many parents buy the violent digital games for their kids??! #Hypocrites ,-2,"West Bloomfield Township, MI"
Let’s give out guns to all... NOT ,-2,"Arizona, USA"
"@BubblegutzBryan @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She own this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
"Arming teachers is literally the worst idea anyone could have. What parent in their right mind think that it’s a good idea to have guns in a classroom?! More bullets = more dead students, doesn’t matter who fires the gun ",-2,"Minneapolis, MN"
Go baby go ,-2,"Blacksburg, VA"
"@rblkvette01 @singsgood75 @DLoesch Dana is responsible for these AR-15 murder machines being in our neighborhoods.

She promotes the sale of these gun as this photo proves.

She does not get to sell the guns and then when they are used say not my fault.

She own this issue, and every death caused by it. ",-2,"Pennsylvania, USA"
@jpnoblejr @JillDLawrence @cate_mcgowan @LOLGOP @USATODAY @usatodayopinion What a stupid question. He supports common sense gun control. What are you a BernieBro trying to split our party?,-2,"San Francisco, CA"
"“Saying that guns kill people is like saying that spoons make people fat.” North Idaho T-shirt, over a North Idaho education. #notwhatthewalkoutwasaboutdumasses",-2,"Idaho, USA"
